id;season_id;created_at;updated_at;name;full_name;first_name;last_name;position;position_id;birth_date;birth_place;nationality;height;weight;is_injured;injury_description;holdet_url;holdet_name;holdet_position;team_id;holdet_value;holdet_popularity;holdet_team;holdet_id
1632;6397;1523380902120;1523380902120;Llorente;Fernando Llorente Torres;Fernando;Llorente Torres;Attacker;4;26/02/1985;Spain;Spain;193 cm;90 kg;false;;/da/premier-league-fantasy-spring-2018/players/fernando_llorente;Fernando Llorente;Angreb;6;4477000;0.003;Tottenham;fernando_llorente
95998;6397;1523380902137;1523380902137;Lucas Moura;Lucas Rodrigues Moura da Silva;Lucas;Rodrigues Moura da Silva;Midfielder;3;13/08/1992;Brazil;Brazil;172 cm;72 kg;false;;/da/premier-league-fantasy-spring-2018/players/lucas_moura;Lucas Moura;Midtbane;6;4554000;0.004;Tottenham;lucas_moura
1854938;6397;1523380902144;1523380902144;A. Georgiou;Anthony Georgiou;Anthony;Georgiou;Midfielder;3;24/02/1997;England;Cyprus;179 cm;73 kg;false;;/da/premier-league-fantasy-spring-2018/players/anthony_georgiou;Anthony Georgiou;Midtbane;6;1950000;0.001;Tottenham;anthony_georgiou
633;6397;1523380902160;1523380902160;S. Mignolet;Simon Mignolet;Simon;Mignolet;Goalkeeper;1;06/03/1988;Belgium;Belgium;193 cm;87 kg;false;;/da/premier-league-fantasy-spring-2018/players/simon_mignolet;Simon Mignolet;Mål;8;5445000;0.006;Liverpool;simon_mignolet
4817;6397;1523380902164;1523380902164;L. Karius;Loris Karius;Loris;Karius;Goalkeeper;1;22/06/1993;Germany;Germany;189 cm;75 kg;false;;/da/premier-league-fantasy-spring-2018/players/loris_karius;Loris Karius;Mål;8;5992000;0.044;Liverpool;loris_karius
3282;6397;1523380902168;1523380902168;D. Ward;Danny Ward;Danny;Ward;Goalkeeper;1;22/06/1993;Wales;Wales;191 cm;88 kg;false;;/da/premier-league-fantasy-spring-2018/players/danny_ward;Danny Ward;Mål;8;4445000;0;Liverpool;danny_ward
1917;6397;1523380902208;1523380902208;T. Alexander-Arnold;Trent Alexander-Arnold;Trent;Alexander-Arnold;Defender;2;07/10/1998;England;England;175 cm;69 kg;false;;/da/premier-league-fantasy-spring-2018/players/trent_alexander_arnold;Trent Alexander-Arnold;Forsvar;8;2806000;0.109;Liverpool;trent_alexander_arnold
323;6397;1523380902221;1523380902221;J. Henderson;Jordan Brian Henderson;Jordan Brian;Henderson;Midfielder;3;17/06/1990;England;England;182 cm;67 kg;false;;/da/premier-league-fantasy-spring-2018/players/jordan_henderson;Jordan Henderson;Midtbane;8;4769000;0.006;Liverpool;jordan_henderson
1149;6397;1523380902228;1523380902228;A. Lallana;Adam David Lallana;Adam David;Lallana;Midfielder;3;10/05/1988;England;England;172 cm;73 kg;false;;/da/premier-league-fantasy-spring-2018/players/adam_lallana;Adam Lallana;Midtbane;8;4146000;0.02;Liverpool;adam_lallana
1365;6397;1523380902243;1523380902243;G. Wijnaldum;Georginio Wijnaldum;Georginio;Wijnaldum;Midfielder;3;11/11/1990;Netherlands;Netherlands;175 cm;69 kg;false;;/da/premier-league-fantasy-spring-2018/players/georginio_wijnaldum;Georginio Wijnaldum;Midtbane;8;5242000;0.006;Liverpool;georginio_wijnaldum
1461;6397;1523380902255;1523380902255;Roberto Firmino;Roberto Firmino Barbosa de Oliveira;Roberto Firmino;Barbosa de Oliveira;Attacker;4;02/10/1991;Brazil;Brazil;181 cm;76 kg;false;;/da/premier-league-fantasy-spring-2018/players/roberto_firmino;Roberto Firmino;Angreb;8;8162000;0.234;Liverpool;roberto_firmino
24613;6397;1523380905212;1523380905212;M. Jørgensen;Mathias Jattah-Njie Jørgensen;Mathias;Jattah-Njie Jørgensen;Defender;2;23/04/1990;Denmark;Denmark;191 cm;79 kg;false;;/da/premier-league-fantasy-spring-2018/players/mathias_zanka_joergensen;Mathias Zanka Jørgensen;Forsvar;251;3000000;0.049;Huddersfield;mathias_zanka_joergensen
2948;6397;1523380905216;1523380905216;S. Malone;Scott Malone;Scott;Malone;Defender;2;25/03/1991;England;England;189 cm;75 kg;false;;/da/premier-league-fantasy-spring-2018/players/scott_malone;Scott Malone;Forsvar;251;1983000;0.006;Huddersfield;scott_malone
1450;6397;1523380902265;1523380902265;D. Ings;Daniel William John Ings;Daniel William John;Ings;Attacker;4;23/07/1992;England;England;178 cm;73 kg;false;;/da/premier-league-fantasy-spring-2018/players/daniel_williams;Daniel Williams;Midtbane;8;2522000;0.001;Huddersfield;daniel_williams
1054;6397;1523380904667;1523380904667;C. Daniels;Charlie Daniels;Charlie;Daniels;Defender;2;07/09/1986;England;England;178 cm;75 kg;false;;/da/premier-league-fantasy-spring-2018/players/charlie_daniels;Charlie Daniels;Forsvar;52;3796000;0.004;Bournemouth;charlie_daniels
1389;6397;1523380902269;1523380902269;S. Mané;Sadio Mané;Sadio;Mané;Attacker;4;10/04/1992;Senegal;Senegal;175 cm;69 kg;false;;/da/premier-league-fantasy-spring-2018/players/sadio_mane;Sadio Mane;Angreb;8;7998000;0.114;Liverpool;sadio_mane
5193;6397;1523380902275;1523380902275;B. Woodburn;Benjamin Woodburn;Benjamin;Woodburn;Midfielder;3;15/10/1999;England;Wales;174 cm;72 kg;false;;/da/premier-league-fantasy-spring-2018/players/benjamin_woodburn;Benjamin Woodburn;Angreb;8;1945000;0.002;Liverpool;benjamin_woodburn
4125;6397;1523380902282;1523380902282;Mohamed Salah;Mohamed  Salah Ghaly;Mohamed;Salah Ghaly;Attacker;4;15/06/1992;Egypt;Egypt;175 cm;71 kg;false;;/da/premier-league-fantasy-spring-2018/players/mohamed_salah;Mohamed Salah;Midtbane;8;11433000;0.345;Liverpool;mohamed_salah
4203;6397;1523380902287;1523380902287;D. Solanke;Dominic Solanke;Dominic;Solanke;Attacker;4;14/09/1997;England;England;187 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/dominic_solanke;Dominic Solanke;Angreb;8;3053000;0.02;Liverpool;dominic_solanke
166;6397;1523380902378;1523380902378;F. Delph;Fabian Delph;Fabian;Delph;Midfielder;3;21/11/1989;England;England;174 cm;60 kg;false;;/da/premier-league-fantasy-spring-2018/players/fabian_delph;Fabian Delph;Midtbane;9;3922000;0.025;Manchester City;fabian_delph
4842;6397;1523380902389;1523380902389;İ. Gündoğan;İlkay Gündoğan;İlkay;Gündoğan;Midfielder;3;24/10/1990;Germany;Germany;180 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/ilkay_gundogan;Ilkay Gündogan;Midtbane;9;5021000;0.122;Manchester City;ilkay_gundogan
294;6397;1523380902398;1523380902398;David Silva;David Josué Jiménez Silva;David Josué;Jiménez Silva;Midfielder;3;08/01/1986;Spain;Spain;173 cm;67 kg;false;;/da/premier-league-fantasy-spring-2018/players/david_silva;David Silva;Midtbane;9;8354000;0.015;Manchester City;david_silva
1408;6397;1523380902404;1523380902404;Fernandinho;Fernando Luiz Rosa;Fernando Luiz;Rosa;Midfielder;3;04/05/1985;Brazil;Brazil;179 cm;67 kg;false;;/da/premier-league-fantasy-spring-2018/players/fernando_llorente;Fernando Llorente;Angreb;9;4477000;0.003;Tottenham;fernando_llorente
4783;6397;1523380902407;1523380902407;L. Sané;Leroy Sané;Leroy;Sané;Midfielder;3;11/01/1996;Germany;Germany;183 cm;75 kg;false;;/da/premier-league-fantasy-spring-2018/players/leroy_sane;Leroy Sane;Midtbane;9;7792000;0.062;Manchester City;leroy_sane
802;6397;1523380902418;1523380902418;R. Sterling;Raheem Shaquille Sterling;Raheem Shaquille;Sterling;Midfielder;3;08/12/1994;Jamaica;England;170 cm;69 kg;false;;/da/premier-league-fantasy-spring-2018/players/raheem_sterling;Raheem Sterling;Midtbane;9;9246000;0.07;Manchester City;raheem_sterling
296;6397;1523380902424;1523380902424;Y. Touré;Gnégnéri Yaya Touré;Gnégnéri Yaya;Touré;Midfielder;3;13/05/1983;Côte d'Ivoire;Côte d'Ivoire;188 cm;90 kg;false;;/da/premier-league-fantasy-spring-2018/players/yaya_toure;Yaya Toure;Midtbane;9;3997000;0.003;Manchester City;yaya_toure
62250;6397;1523380905234;1523380905234;L. Depoitre;Laurent Depoitre;Laurent;Depoitre;Attacker;4;07/12/1988;Belgium;Belgium;191 cm;91 kg;false;;/da/premier-league-fantasy-spring-2018/players/laurent_depoitre;Laurent Depoitre;Angreb;251;3928000;0.005;Huddersfield;laurent_depoitre
96201;6397;1523380905238;1523380905238;S. Mounié;Steve Mounié;Steve;Mounié;Attacker;4;29/09/1994;Benin;Benin;190 cm;83 kg;false;;/da/premier-league-fantasy-spring-2018/players/steve_mounie;Steve Mounié;Angreb;251;4965000;0.009;Huddersfield;steve_mounie
36457;6397;1523380905244;1523380905244;A. Sabiri;Abdelhamid Sabiri;Abdelhamid;Sabiri;Midfielder;3;28/11/1996;Morocco;Morocco;183 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/abdelhamid_sabiri;Abdelhamid Sabiri;Angreb;251;1934000;0.002;Huddersfield;abdelhamid_sabiri
5329;6397;1523380902446;1523380902446;Gabriel Jesus;Gabriel Fernando de Jesus;Gabriel Fernando;de Jesus;Attacker;4;03/04/1997;Brazil;Brazil;175 cm;73 kg;false;;/da/premier-league-fantasy-spring-2018/players/gabriel_jesus;Gabriel Jesus;Angreb;9;8317000;0.034;Manchester City;gabriel_jesus
159142;6397;1523380902454;1523380902454;Ederson Moraes;Ederson Santana de Moraes;Ederson;Santana de Moraes;Goalkeeper;1;17/08/1993;Brazil;Brazil;188 cm;86 kg;false;;/da/premier-league-fantasy-spring-2018/players/ederson_moraes;Ederson Moraes;Mål;9;7897000;0.037;Manchester City;ederson_moraes
96353;6397;1523380902469;1523380902469;Bernardo Silva;Bernardo Mota Veiga de Carvalho e Silva;Bernardo;Mota Veiga de Carvalho e Silva;Midfielder;3;10/08/1994;Portugal;Portugal;173 cm;64 kg;false;;/da/premier-league-fantasy-spring-2018/players/eduardo_reis_carvalho;Eduardo Reis Carvalho;Mål;9;4950000;0;Chelsea;eduardo_reis_carvalho
26603;6397;1523380902476;1523380902476;O. Zinchenko;Oleksandr Zinchenko;Oleksandr;Zinchenko;Midfielder;3;15/12/1996;Ukraine;Ukraine;175 cm;64 kg;false;;/da/premier-league-fantasy-spring-2018/players/olexandr_zinchenko;Olexandr Zinchenko;Midtbane;9;2286000;0.094;Manchester City;olexandr_zinchenko
911;6397;1523380902480;1523380902480;K. Walker;Kyle Walker;Kyle;Walker;Defender;2;28/05/1990;England;England;178 cm;70 kg;false;;/da/premier-league-fantasy-spring-2018/players/kyle_walker;Kyle Walker;Forsvar;9;6739000;0.013;Manchester City;kyle_walker
159208;6397;1523380902489;1523380902489;Danilo;Danilo Luiz da Silva;Danilo Luiz;da Silva;Defender;2;15/07/1991;Brazil;Brazil;184 cm;78 kg;false;;/da/premier-league-fantasy-spring-2018/players/david_silva;David Silva;Midtbane;9;8354000;0.015;Manchester City;david_silva
96183;6397;1523380902494;1523380902494;B. Mendy;Benjamin Mendy;Benjamin;Mendy;Defender;2;17/07/1994;France;France;185 cm;85 kg;false;;/da/premier-league-fantasy-spring-2018/players/benjamin_mendy;Benjamin Mendy;Forsvar;9;3450000;0.007;Manchester City;benjamin_mendy
186299;6397;1523380902504;1523380902504;A. Laporte;Aymeric  Laporte;Aymeric;Laporte;Defender;2;27/05/1994;France;France;191 cm;86 kg;false;;/da/premier-league-fantasy-spring-2018/players/aymeric_laporte;Aymeric Laporte;Forsvar;9;5302000;0.004;Manchester City;aymeric_laporte
612;6397;1523380902549;1523380902549;J. Evans;Jonny Evans;Jonny;Evans;Defender;2;03/01/1988;Northern Ireland;Northern Ireland;188 cm;77 kg;false;;/da/premier-league-fantasy-spring-2018/players/jonny_evans;Jonny Evans;Forsvar;10;2692000;0.025;West Bromwich;jonny_evans
69;6397;1523380902566;1523380902566;C. Brunt;Chris Brunt;Chris;Brunt;Midfielder;3;14/12/1984;Northern Ireland;Northern Ireland;185 cm;84 kg;false;;/da/premier-league-fantasy-spring-2018/players/chris_brunt;Chris Brunt;Midtbane;10;3163000;0.002;West Bromwich;chris_brunt
1083;6397;1523380902579;1523380902579;J. Livermore;Jake Livermore;Jake;Livermore;Midfielder;3;14/11/1989;England;England;180 cm;76 kg;false;;/da/premier-league-fantasy-spring-2018/players/jake_livermore;Jake Livermore;Midtbane;10;2391000;0.002;West Bromwich;jake_livermore
822;6397;1523380902584;1523380902584;J. McClean;James McClean;James;McClean;Midfielder;3;22/04/1989;Northern Ireland;Republic of Ireland;180 cm;70 kg;false;;/da/premier-league-fantasy-spring-2018/players/james_mcclean;James McClean;Midtbane;10;2369000;0.001;West Bromwich;james_mcclean
795;6397;1523380902596;1523380902596;M. Phillips;Matt Phillips;Matt;Phillips;Midfielder;3;13/03/1991;England;Scotland;183 cm;75 kg;false;;/da/premier-league-fantasy-spring-2018/players/matt_phillips;Matt Phillips;Midtbane;10;3358000;0.001;West Bromwich;matt_phillips
1076;6397;1523380902613;1523380902613;H. Robson-Kanu;Hal Robson-Kanu;Hal;Robson-Kanu;Attacker;4;21/05/1989;England;Wales;183 cm;83 kg;false;;/da/premier-league-fantasy-spring-2018/players/hal_robson_kanu;Hal Robson-Kanu;Angreb;10;2913000;0.001;West Bromwich;hal_robson_kanu
1651;6397;1523380902624;1523380902624;S. Rondón;José Salomón Rondón Giménez;José Salomón;Rondón Giménez;Attacker;4;16/09/1989;Venezuela;Venezuela;186 cm;86 kg;false;;/da/premier-league-fantasy-spring-2018/players/jose_salomon_rondon;Jose Salomon Rondon;Angreb;10;3364000;0.014;West Bromwich;jose_salomon_rondon
1152;6397;1523380902628;1523380902628;J. Rodriguez;Jay Rodriguez;Jay;Rodriguez;Attacker;4;29/07/1989;England;England;185 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/jay_rodriguez;Jay Rodriguez;Angreb;10;3764000;0.006;West Bromwich;jay_rodriguez
732;6397;1523380902647;1523380902647;K. Gibbs;Kieran  Gibbs;Kieran;Gibbs;Defender;2;26/09/1989;England;England;179 cm;70 kg;false;;/da/premier-league-fantasy-spring-2018/players/kieran_gibbs;Kieran Gibbs;Forsvar;10;2448000;0.013;West Bromwich;kieran_gibbs
95433;6397;1523380902653;1523380902653;G. Krychowiak;Grzegorz Krychowiak;Grzegorz;Krychowiak;Midfielder;3;29/01/1990;Poland;Poland;186 cm;83 kg;false;;/da/premier-league-fantasy-spring-2018/players/grzegorz_krychowiak;Grzegorz Krychowiak;Forsvar;10;2579000;0.003;West Bromwich;grzegorz_krychowiak
433;6397;1523380902892;1523380902892;P. Jones;Phil Jones;Phil;Jones;Defender;2;21/02/1992;England;England;180 cm;71 kg;false;;/da/premier-league-fantasy-spring-2018/players/phil_jones;Phil Jones;Forsvar;14;4049000;0.043;Manchester United;phil_jones
160206;6397;1523380902902;1523380902902;V. Lindelöf;Victor Nilsson Lindelöf;Victor;Nilsson Lindelöf;Defender;2;17/07/1994;Sweden;Sweden;187 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/victor_lindelof;Victor Lindelöf;Forsvar;14;3714000;0.016;Manchester United;victor_lindelof
1876;6397;1523380902912;1523380902912;M. Rojo;Faustino Marcos Alberto Rojo;Faustino Marcos Alberto;Rojo;Defender;2;20/03/1990;Argentina;Argentina;187 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/marcos_rojo;Marcos Rojo;Forsvar;14;3057000;0.027;Manchester United;marcos_rojo
955;6397;1523380902915;1523380902915;L. Shaw;Luke Shaw;Luke;Shaw;Defender;2;12/07/1995;England;England;185 cm;75 kg;false;;/da/premier-league-fantasy-spring-2018/players/luke_shaw;Luke Shaw;Forsvar;14;2751000;0.184;Manchester United;luke_shaw
747;6397;1523380902922;1523380902922;C. Smalling;Chris Smalling;Chris;Smalling;Defender;2;22/11/1989;England;England;194 cm;81 kg;false;;/da/premier-league-fantasy-spring-2018/players/chris_smalling;Chris Smalling;Forsvar;14;5398000;0.019;Manchester United;chris_smalling
970;6397;1523380902927;1523380902927;D. Blind;Daley Blind;Daley;Blind;Defender;2;09/03/1990;Netherlands;Netherlands;180 cm;72 kg;false;;/da/premier-league-fantasy-spring-2018/players/daley_blind;Daley Blind;Forsvar;14;2950000;0.003;Manchester United;daley_blind
645;6397;1523380902932;1523380902932;M. Carrick;Michael Carrick;Michael;Carrick;Midfielder;3;28/07/1981;England;England;188 cm;74 kg;false;;/da/premier-league-fantasy-spring-2018/players/michael_carrick;Michael Carrick;Midtbane;14;2457000;0.001;Manchester United;michael_carrick
824;6397;1523380902950;1523380902950;Ander Herrera;Ander Herrera Agüera;Ander;Herrera Agüera;Midfielder;3;14/08/1989;Spain;Spain;182 cm;70 kg;false;;/da/premier-league-fantasy-spring-2018/players/ander_herrera;Ander Herrera;Midtbane;14;3622000;0.016;Manchester United;ander_herrera
820;6397;1523380902954;1523380902954;J. Lingard;Jesse Lingard;Jesse;Lingard;Midfielder;3;15/12/1992;England;England;175 cm;62 kg;false;;/da/premier-league-fantasy-spring-2018/players/jesse_lingard;Jesse Lingard;Midtbane;14;6039000;0.187;Manchester United;jesse_lingard
846;6397;1523380902962;1523380902962;Mata;Juan Manuel Mata García;Juan Manuel;Mata García;Midfielder;3;28/04/1988;Spain;Spain;170 cm;63 kg;false;;/da/premier-league-fantasy-spring-2018/players/juan_manuel_mata;Juan Manuel Mata;Midtbane;14;4838000;0.039;Manchester United;juan_manuel_mata
455376;6397;1523380902969;1523380902969;S. McTominay;Scott McTominay;Scott;McTominay;Midfielder;3;08/12/1996;England;Scotland;193 cm;88 kg;false;;/da/premier-league-fantasy-spring-2018/players/scott_mctominay;Scott McTominay;Midtbane;14;2742000;0.024;Manchester United;scott_mctominay
1992;6397;1523380902974;1523380902974;P. Pogba;Paul Pogba;Paul;Pogba;Midfielder;3;15/03/1993;France;France;191 cm;84 kg;false;;/da/premier-league-fantasy-spring-2018/players/paul_pogba;Paul Pogba;Midtbane;14;7159000;0.044;Manchester United;paul_pogba
1011;6397;1523380902695;1523380902695;Joel Robles;Joel Robles Blázquez;Joel;Robles Blázquez;Goalkeeper;1;17/06/1990;Spain;Spain;195 cm;90 kg;false;;/da/premier-league-fantasy-spring-2018/players/joel_robles;Joel Robles;Mål;13;4445000;0;Everton;joel_robles
581071;6397;1523380902825;1523380902825;B. Baningime;Beni Baningime;Beni;Baningime;Midfielder;3;09/09/1998;Congo DR;Congo DR;178 cm;70 kg;false;;/da/premier-league-fantasy-spring-2018/players/beni_baningime;Beni Baningime;Midtbane;13;1949000;0.001;Everton;beni_baningime
1829;6397;1523380902994;1523380902994;A. Martial;Anthony Martial;Anthony;Martial;Attacker;4;05/12/1995;France;France;181 cm;76 kg;false;;/da/premier-league-fantasy-spring-2018/players/anthony_martial;Anthony Martial;Angreb;14;6990000;0.032;Manchester United;anthony_martial
1878;6397;1523380903001;1523380903001;M. Rashford;Marcus Rashford;Marcus;Rashford;Attacker;4;31/10/1997;England;England;180 cm;70 kg;false;;/da/premier-league-fantasy-spring-2018/players/marcus_rashford;Marcus Rashford;Angreb;14;7003000;0.021;Manchester United;marcus_rashford
1335;6397;1523380903016;1523380903016;N. Matić;Nemanja Matić;Nemanja;Matić;Midfielder;3;01/08/1988;Serbia;Serbia;194 cm;85 kg;false;;/da/premier-league-fantasy-spring-2018/players/nemanja_matic;Nemanja Matic;Midtbane;14;4983000;0.019;Manchester United;nemanja_matic
1300;6397;1523380903031;1523380903031;A. Sánchez;Alexis Alejandro Sánchez Sánchez;Alexis Alejandro;Sánchez Sánchez;Attacker;4;19/12/1988;Chile;Chile;169 cm;62 kg;false;;/da/premier-league-fantasy-spring-2018/players/alexis_sanchez;Alexis Sanchez;Angreb;14;7594000;0.059;Manchester United;alexis_sanchez
1314;6397;1523380903037;1523380903037;T. Courtois;Thibaut Courtois;Thibaut;Courtois;Goalkeeper;1;11/05/1992;Belgium;Belgium;199 cm;94 kg;false;;/da/premier-league-fantasy-spring-2018/players/thibaut_courtois;Thibaut Courtois;Mål;18;6735000;0.027;Chelsea;thibaut_courtois
5465;6397;1523380903046;1523380903046;Eduardo;Eduardo dos Reis Carvalho;Eduardo;dos Reis Carvalho;Goalkeeper;1;19/09/1982;Portugal;Portugal;187 cm;88 kg;false;;/da/premier-league-fantasy-spring-2018/players/eduardo_reis_carvalho;Eduardo Reis Carvalho;Mål;18;4950000;0;Chelsea;eduardo_reis_carvalho
1128;6397;1523380903055;1523380903055;Marcos Alonso;Marcos  Alonso Mendoza;Marcos;Alonso Mendoza;Defender;2;28/12/1990;Spain;Spain;188 cm;84 kg;false;;/da/premier-league-fantasy-spring-2018/players/marcos_alonso_mendoza;Marcos Alonso Mendoza;Forsvar;18;6648000;0.038;Chelsea;marcos_alonso_mendoza
1330;6397;1523380903064;1523380903064;Azpilicueta;César Azpilicueta Tanco;César;Azpilicueta Tanco;Defender;2;28/08/1989;Spain;Spain;178 cm;78 kg;false;;/da/premier-league-fantasy-spring-2018/players/cesar_azpilicueta;Cesar Azpilicueta;Forsvar;18;6380000;0.007;Chelsea;cesar_azpilicueta
334;6397;1523380903069;1523380903069;G. Cahill;Gary  Cahill;Gary;Cahill;Defender;2;19/12/1985;England;England;193 cm;86 kg;false;;/da/premier-league-fantasy-spring-2018/players/gary_cahill;Gary Cahill;Forsvar;18;5520000;0.002;Chelsea;gary_cahill
4460;6397;1523380903076;1523380903076;A. Christensen;Andreas Christensen;Andreas;Christensen;Defender;2;10/04/1996;Denmark;Denmark;188 cm;78 kg;false;;/da/premier-league-fantasy-spring-2018/players/andreas_christensen;Andreas Christensen;Forsvar;18;4640000;0.177;Chelsea;andreas_christensen
1317;6397;1523380903095;1523380903095;Willian;Willian Borges da Silva;Willian;Borges da Silva;Midfielder;3;09/08/1988;Brazil;Brazil;175 cm;77 kg;false;;/da/premier-league-fantasy-spring-2018/players/bernardo_silva;Bernardo Silva;Midtbane;18;5885000;0.047;Manchester City;bernardo_silva
1193;6397;1523380903114;1523380903114;N. Kanté;N'Golo Kanté;N'Golo;Kanté;Midfielder;3;29/03/1991;France;France;168 cm;68 kg;false;;/da/premier-league-fantasy-spring-2018/players/ngolo_kante;N'Golo Kante;Midtbane;18;4611000;0.052;Chelsea;ngolo_kante
496;6397;1523380903119;1523380903119;V. Moses;Victor Moses;Victor;Moses;Midfielder;3;12/12/1990;Nigeria;Nigeria;177 cm;79 kg;false;;/da/premier-league-fantasy-spring-2018/players/victor_moses;Victor Moses;Midtbane;18;4398000;0.053;Chelsea;victor_moses
1440;6397;1523380903140;1523380903140;W. Caballero;Wilfredo Daniel Caballero;Wilfredo Daniel;Caballero;Goalkeeper;1;28/09/1981;Argentina;Argentina;186 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/wilfredo_caballero;Wilfredo Caballero;Mål;18;5620000;0.001;Chelsea;wilfredo_caballero
31837;6397;1523380903145;1523380903145;A. Rüdiger;Antonio Rüdiger;Antonio;Rüdiger;Defender;2;03/03/1993;Germany;Germany;190 cm;85 kg;false;;/da/premier-league-fantasy-spring-2018/players/antonio_rudiger;Antonio Rüdiger;Forsvar;18;5196000;0.007;Chelsea;antonio_rudiger
96196;6397;1523380903151;1523380903151;T. Bakayoko;Tiemoué Bakayoko;Tiemoué;Bakayoko;Midfielder;3;17/08/1994;France;France;185 cm;77 kg;false;;/da/premier-league-fantasy-spring-2018/players/tiemoue_bakayoko;Tiemoue Bakayoko;Midtbane;18;5023000;0.008;Chelsea;tiemoue_bakayoko
537176;6397;1523380903155;1523380903155;K. Scott;Kyle Scott;Kyle;Scott;Midfielder;3;22/12/1997;England;USA;172 cm;68 kg;false;;/da/premier-league-fantasy-spring-2018/players/kyle_scott;Kyle Scott;Midtbane;18;1950000;0.001;Chelsea;kyle_scott
129660;6397;1523380903168;1523380903168;Álvaro Morata;Álvaro Borja Morata Martín;Álvaro Borja;Morata Martín;Attacker;4;23/10/1992;Spain;Spain;189 cm;85 kg;false;;/da/premier-league-fantasy-spring-2018/players/alvaro_borja_morata_martin;Alvaro Morata;Angreb;18;8713000;0.023;Chelsea;alvaro_borja_morata_martin
129440;6397;1523380903175;1523380903175;D. Zappacosta;Davide Zappacosta;Davide;Zappacosta;Defender;2;11/06/1992;Italy;Italy;185 cm;70 kg;false;;/da/premier-league-fantasy-spring-2018/players/davide_zappacosta;Davide Zappacosta;Forsvar;18;4169000;0.011;Chelsea;davide_zappacosta
129794;6397;1523380903213;1523380903213;Emerson;Emerson Palmieri dos Santos;Emerson;Palmieri dos Santos;Defender;2;03/08/1994;Brazil;Italy;176 cm;63 kg;false;;/da/premier-league-fantasy-spring-2018/players/emerson_palmieri_dos_santos;Emerson Palmieri;Forsvar;18;3954000;0;Chelsea;emerson_palmieri_dos_santos
537117;6397;1523380903223;1523380903223;T. Chalobah;Trevoh Chalobah;Trevoh;Chalobah;Defender;2;05/07/1999;Sierra Leone;England;;;false;;/da/premier-league-fantasy-spring-2018/players/trevoh_chalobah;Trevoh Chalobah;Forsvar;18;1980000;0;Chelsea;trevoh_chalobah
84;6397;1523380903227;1523380903227;P. Čech;Petr Čech;Petr;Čech;Goalkeeper;1;20/05/1982;Czech Republic;Czech Republic;196 cm;90 kg;false;;/da/premier-league-fantasy-spring-2018/players/petr_cech;Petr Cech;Mål;19;6463000;0.015;Arsenal;petr_cech
4307;6397;1523380903230;1523380903230;M. Macey;Matt Macey;Matt;Macey;Goalkeeper;1;09/09/1994;England;England;198 cm;81 kg;false;;/da/premier-league-fantasy-spring-2018/players/matt_macey;Matt Macey;Mål;19;3950000;0;Arsenal;matt_macey
1443;6397;1523380903242;1523380903242;D. Ospina;David Ospina Ramírez;David;Ospina Ramírez;Goalkeeper;1;31/08/1988;Colombia;Colombia;183 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/david_ospina;David Ospina;Mål;19;5154000;0.001;Arsenal;david_ospina
1899;6397;1523380903250;1523380903250;Bellerín;Héctor Bellerín Moruno;Héctor;Bellerín Moruno;Defender;2;19/03/1995;Spain;Spain;178 cm;74 kg;false;;/da/premier-league-fantasy-spring-2018/players/hector_bellerin;Hector Bellerin;Forsvar;19;5289000;0.02;Arsenal;hector_bellerin
1901;6397;1523380903254;1523380903254;R. Holding;Rob Holding;Rob;Holding;Defender;2;20/09/1995;England;England;189 cm;75 kg;false;;/da/premier-league-fantasy-spring-2018/players/rob_holding;Rob Holding;Forsvar;19;2605000;0.012;Arsenal;rob_holding
31661;6397;1523380903260;1523380903260;S. Kolašinac;Sead Kolašinac;Sead;Kolašinac;Defender;2;20/06/1993;Germany;Bosnia and Herzegovina;183 cm;85 kg;false;;/da/premier-league-fantasy-spring-2018/players/sead_kolasinac;Sead Kolasinac;Forsvar;19;5608000;0.003;Arsenal;sead_kolasinac
806;6397;1523380903273;1523380903273;P. Mertesacker;Per Mertesacker;Per;Mertesacker;Defender;2;29/09/1984;Germany;Germany;198 cm;90 kg;false;;/da/premier-league-fantasy-spring-2018/players/per_mertesacker;Per Mertesacker;Forsvar;19;2950000;0.003;Arsenal;per_mertesacker
1303;6397;1523380903280;1523380903280;Nacho Monreal;Ignacio Monreal Eraso;Ignacio;Monreal Eraso;Defender;2;26/02/1986;Spain;Spain;179 cm;72 kg;false;;/da/premier-league-fantasy-spring-2018/players/nacho_monreal;Nacho Monreal;Forsvar;19;6103000;0.005;Arsenal;nacho_monreal
3817;6397;1523380903286;1523380903286;S. Mustafi;Shkodran Mustafi;Shkodran;Mustafi;Defender;2;17/04/1992;Germany;Germany;184 cm;82 kg;false;;/da/premier-league-fantasy-spring-2018/players/shkodran_mustafi;Shkodran Mustafi;Forsvar;19;5470000;0.01;Arsenal;shkodran_mustafi
